tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""06001407102""","""San Francisco-Oakland-Berkeley, CA""",4.00,4268.00,1387.00,163.30,23,28,37,11,14,19,12,14,18,4.47,40.89,1.77,2,2,12600,12403,11937,10,10,11,15147,14759,13554,11372,11028,9942,3314,3262,3139,461,468,473,206,209,211,8.5,9.3,8.49,58957,66,52516,38,6,1210,1840,739,45,55
"""06001407200""","""San Francisco-Oakland-Berkeley, CA""",4.00,6544.00,1843.00,176.70,28,35,47,18,22,30,11,13,17,4.49,49.07,1.61,2,1,11532,11335,10869,16,16,16,14116,13731,12576,10361,10017,8978,3033,2982,2858,722,733,739,322,327,330,9.1,9.2,10.43,58850,35,58096,38,5,1889,2864,1501,30,70
"""06001407300""","""San Francisco-Oakland-Berkeley, CA""",2.00,2459.00,649.00,585.87,31,39,52,20,25,34,12,14,18,5.29,8.51,1.75,2,2,13487,13290,12825,8,8,8,15143,14753,13553,11253,10909,9829,3548,3496,3372,342,348,352,153,155,157,8.6,8.6,1.11,47584,47,54351,41,8,2114,2281,2083,35,65
"""06001407400""","""San Francisco-Oakland-Berkeley, CA""",3.00,4242.00,1273.00,126.39,26,32,43,15,18,25,11,14,17,3.35,31.52,1.68,2,2,12425,12228,11762,10,10,10,14524,14135,12957,10802,10458,9399,3268,3216,3093,454,461,466,203,206,208,8.8,8.9,10.07,54057,43,51290,40,4,1594,1647,1339,31,69
"""06001407500""","""San Francisco-Oakland-Berkeley, CA""",3.00,3988.00,1292.00,122.19,24,30,40,14,17,24,11,14,17,4.14,49.05,1.72,2,2,12733,12536,12071,7,7,7,14706,14315,13124,11046,10702,9632,3349,3298,3174,310,315,319,138,141,142,8.8,8.7,10.57,52388,43,46987,40,4,1498,2415,1100,32,68
"""06001407600""","""San Francisco-Oakland-Berkeley, CA""",5.00,6459.00,2043.00,252.72,36,45,60,24,31,42,12,14,18,4.73,38.66,1.79,2,2,12876,12679,12213,7,7,7,15220,14829,13617,11516,11172,10079,3387,3335,3211,317,323,326,142,144,146,8.6,9.2,8.08,56567,53,48388,39,5,2630,2472,2197,49,51
"""06001407700""","""San Francisco-Oakland-Berkeley, CA""",4.00,4238.00,1684.00,225.92,39,48,65,26,32,45,13,16,20,4.79,35.75,2.00,2,2,14661,14464,13998,6,6,6,16961,16569,15293,12853,12509,11354,3857,3805,3681,251,256,258,112,114,115,7.7,9.0,7.45,54062,94,43051,39,4,2794,2988,1459,79,21
"""06001407800""","""San Francisco-Oakland-Berkeley, CA""",2.00,2769.00,744.00,301.90,38,47,63,25,31,42,13,16,20,5.10,23.77,2.00,2,2,14724,14528,14062,6,6,6,16960,16568,15294,12825,12481,11327,3873,3821,3698,261,266,269,117,119,120,7.2,9.1,2.46,51882,81,40166,39,8,2653,3015,1023,76,24
"""06001407900""","""San Francisco-Oakland-Berkeley, CA""",3.00,3088.00,1349.00,271.59,42,53,71,30,37,51,13,16,20,3.33,17.15,1.95,2,2,14566,14369,13903,5,5,6,16573,16182,14922,12498,12154,11016,3831,3780,3656,243,248,251,109,111,112,7.3,9.1,4.97,47368,74,37239,38,6,3194,3629,1541,75,25
"""06001408000""","""San Francisco-Oakland-Berkeley, CA""",2.00,2860.00,1074.00,483.16,48,59,80,34,43,59,13,16,21,5.08,11.34,2.04,2,2,15850,15653,15188,4,4,4,17457,17064,15774,13119,12775,11608,4169,4118,3994,168,171,173,75,76,77,6.2,9.2,2.22,39102,86,33498,38,12,3679,3761,2680,86,14
"""06001408100""","""San Francisco-Oakland-Berkeley, CA""",5.00,7313.00,2922.00,2208.45,46,58,78,33,41,56,14,17,21,5.55,10.53,2.05,2,2,16925,16728,16263,3,3,3,17752,17358,16065,13181,12837,11667,4452,4400,4276,119,121,122,53,54,55,4.6,8.5,1.32,32928,64,27840,39,34,3515,3782,533,86,14
"""06001408200""","""San Francisco-Oakland-Berkeley, CA""",3.00,4471.00,1922.00,222.83,38,47,64,26,33,45,12,15,19,4.47,39.02,1.83,2,2,14087,13890,13424,6,6,6,15761,15370,14145,11773,11429,10325,3706,3654,3530,282,287,290,126,128,130,8.0,8.9,8.63,46182,58,34824,39,7,2810,3619,1917,49,51
"""06001408300""","""San Francisco-Oakland-Berkeley, CA""",5.00,4791.00,1856.00,380.12,36,45,60,23,29,40,13,16,20,2.93,11.87,1.97,2,2,15545,15348,14882,4,4,4,16929,16536,15268,12665,12321,11175,4089,4037,3913,175,178,180,78,79,80,6.8,8.4,4.88,41139,84,31755,40,7,2511,2730,1742,71,29
"""06001408400""","""San Francisco-Oakland-Berkeley, CA""",3.00,4077.00,1339.00,134.09,31,39,52,20,24,34,12,14,18,4.92,53.13,1.79,2,2,13575,13378,12912,7,7,7,15336,14945,13734,11465,11121,10031,3571,3519,3395,300,305,308,134,136,138,8.4,8.6,9.99,46479,57,35448,40,3,2111,2597,1748,43,57
"""06001408500""","""San Francisco-Oakland-Berkeley, CA""",5.00,5634.00,1667.00,205.43,31,38,50,18,23,32,12,15,19,5.26,48.41,1.82,2,2,13755,13558,13093,6,6,6,15528,15137,13917,11657,11312,10213,3618,3567,3443,253,258,261,113,115,116,8.4,8.4,8.11,49317,59,41262,41,4,1993,2136,1901,41,59
"""06001408600""","""San Francisco-Oakland-Berkeley, CA""",4.00,6519.00,1995.00,261.77,32,39,52,19,24,34,12,15,19,5.10,40.79,1.83,2,2,14004,13807,13342,7,7,7,15746,15356,14132,11757,11413,10309,3684,3632,3508,305,311,314,136,139,140,8.1,8.5,7.62,49486,65,40582,40,6,2099,2430,1904,43,57
"""06001408700""","""San Francisco-Oakland-Berkeley, CA""",6.00,7456.00,2664.00,280.06,21,26,34,9,12,16,12,14,18,1.93,20.97,1.79,2,2,13366,13169,12704,7,7,7,15320,14930,13718,11495,11151,10059,3516,3464,3340,309,315,318,138,141,142,8.6,8.7,9.51,51167,55,42606,40,4,1011,1800,445,43,57
"""06001408800""","""San Francisco-Oakland-Berkeley, CA""",4.00,7968.00,2358.00,291.45,22,27,36,11,13,18,11,14,17,4.57,36.77,1.64,2,1,12888,12691,12226,10,11,11,14372,13984,12820,10512,10168,9123,3390,3338,3215,470,478,483,210,213,216,8.8,8.2,8.09,47285,29,52291,41,5,1158,1915,794,22,78
"""06001408900""","""San Francisco-Oakland-Berkeley, CA""",2.00,3956.00,1133.00,204.43,27,33,44,15,19,26,12,14,18,4.87,28.02,1.72,2,2,13442,13245,12780,9,10,10,14985,14596,13408,11019,10675,9605,3536,3484,3360,430,438,442,192,195,197,8.6,8.0,5.54,46325,44,51229,42,6,1611,2378,1368,28,72
"""06001409000""","""San Francisco-Oakland-Berkeley, CA""",3.00,5039.00,1048.00,4179.38,32,40,53,19,24,34,13,16,20,6.53,8.12,1.90,2,2,15533,15336,14871,5,5,5,16538,16146,14899,12220,11876,10750,4086,4034,3910,232,236,239,104,105,107,2.3,7.7,0.25,36529,70,58037,43,13,2101,2151,2059,46,54
"""06001409100""","""San Francisco-Oakland-Berkeley, CA""",2.00,2532.00,685.00,121.22,34,42,56,21,26,36,13,16,20,6.38,37.21,1.98,2,2,16081,15884,15419,3,3,3,17049,16656,15385,12694,12350,11202,4230,4178,4054,125,127,129,56,57,57,7.2,7.8,5.65,37564,85,52120,43,5,2231,2500,1720,65,35
"""06001409200""","""San Francisco-Oakland-Berkeley, CA""",2.00,3615.00,1031.00,174.57,32,40,53,19,24,33,13,16,20,6.06,35.82,1.97,2,2,16088,15891,15425,3,3,3,16984,16590,15322,12636,12292,11147,4232,4180,4056,116,118,119,52,52,53,6.9,7.8,5.91,38489,79,51781,43,9,2056,2189,1931,58,42
"""06001409300""","""San Francisco-Oakland-Berkeley, CA""",4.00,5743.00,1707.00,265.90,29,36,48,17,21,29,12,15,19,5.07,37.95,1.81,2,2,14198,14001,13535,4,4,5,15585,15193,13972,11651,11307,10208,3735,3683,3559,199,202,205,89,90,91,8.2,7.9,6.42,43465,61,46892,42,4,1823,2367,1386,35,65
"""06001409400""","""San Francisco-Oakland-Berkeley, CA""",3.00,4710.00,1335.00,309.78,29,36,49,17,21,29,12,15,19,4.65,23.05,1.86,2,2,14650,14453,13988,5,5,5,16013,15621,14388,11929,11585,10473,3854,3802,3678,230,234,237,103,105,106,8.0,7.8,4.31,44677,61,47345,42,6,1839,1923,1730,50,50
"""06001409500""","""San Francisco-Oakland-Berkeley, CA""",3.00,4291.00,1100.00,206.73,30,37,49,18,22,31,12,14,18,5.04,30.65,1.78,2,2,13850,13653,13187,6,6,6,15310,14918,13710,11416,11072,9984,3643,3591,3468,250,255,258,112,114,115,8.4,8.0,5.32,46161,56,48060,42,5,1922,2484,1664,31,69
"""06001409600""","""San Francisco-Oakland-Berkeley, CA""",5.00,5139.00,1751.00,184.71,29,36,48,18,22,30,12,14,18,3.59,42.29,1.77,2,2,13638,13441,12975,6,6,6,15225,14834,13626,11384,11040,9954,3587,3536,3412,253,258,261,113,115,116,8.5,8.1,9.48,46931,51,41333,41,4,1894,2388,1639,35,65
"""06001409700""","""San Francisco-Oakland-Berkeley, CA""",4.00,5240.00,1648.00,200.43,26,33,43,15,19,26,11,14,18,3.98,39.23,1.72,2,2,13449,13252,12786,6,6,6,14854,14463,13272,11042,10698,9627,3538,3486,3362,275,279,282,123,125,126,8.4,8.4,8.22,44909,38,36727,41,8,1611,1719,1545,27,73
"""06001409800""","""San Francisco-Oakland-Berkeley, CA""",3.00,3511.00,1185.00,442.37,34,43,57,21,27,37,13,16,20,5.69,17.39,1.97,2,2,15823,15626,15161,4,4,4,16966,16573,15307,12630,12285,11141,4162,4110,3986,174,177,179,78,79,80,6.1,8.1,2.68,39497,74,31648,40,17,2299,2886,1553,61,39
"""06001409900""","""San Francisco-Oakland-Berkeley, CA""",4.00,3983.00,1417.00,1066.31,43,53,72,29,36,50,14,17,22,5.95,12.92,2.09,2,2,17479,17282,16816,2,2,2,18100,17705,16401,13418,13074,11893,4598,4546,4422,84,85,86,37,38,39,5.9,7.9,1.33,26902,77,24769,40,19,3116,3443,308,90,10
"""06001410000""","""San Francisco-Oakland-Berkeley, CA""",3.00,3177.00,1241.00,1618.78,48,60,80,34,42,58,14,18,22,6.04,6.45,2.15,2,2,17902,17705,17239,2,2,2,18588,18194,16872,13789,13445,12246,4709,4657,4533,90,92,93,40,41,41,3.2,7.2,0.77,29890,94,28183,40,24,3624,3680,3196,89,11
"""06001410100""","""San Francisco-Oakland-Berkeley, CA""",2.00,3172.00,1143.00,199.91,35,44,59,23,29,39,13,15,20,5.03,28.83,1.89,2,2,14931,14734,14268,5,5,5,16297,15905,14661,12157,11813,10690,3928,3876,3752,212,216,219,95,96,98,7.9,7.9,5.72,39914,65,34327,40,5,2460,2792,1743,63,37
"""06001410200""","""San Francisco-Oakland-Berkeley, CA""",3.00,3238.00,1106.00,144.76,33,40,54,20,26,35,12,15,19,5.11,39.99,1.84,2,2,14345,14148,13683,5,5,5,15829,15437,14209,11825,11481,10374,3774,3722,3598,231,235,237,103,105,106,8.1,7.9,7.64,42163,69,37572,41,3,2201,2394,2088,50,50
"""06001410300""","""San Francisco-Oakland-Berkeley, CA""",3.00,3893.00,1063.00,142.91,31,39,52,19,24,33,12,15,19,5.52,41.94,1.82,2,2,14153,13956,13491,5,5,5,15646,15254,14033,11684,11340,10239,3723,3671,3547,239,244,246,107,109,110,8.2,8.1,7.44,44905,56,40678,41,5,2065,2243,1892,42,58
"""06001410400""","""San Francisco-Oakland-Berkeley, CA""",3.00,4687.00,1432.00,174.61,33,41,54,21,26,35,12,15,19,5.50,46.32,1.86,2,2,14504,14307,13842,5,5,5,15970,15578,14345,11934,11590,10477,3815,3763,3640,221,225,228,99,100,102,8.0,7.9,8.20,43734,68,42083,41,5,2209,2557,1858,50,50
"""06001410500""","""San Francisco-Oakland-Berkeley, CA""",2.00,3081.00,1003.00,177.14,24,30,40,15,19,26,9,11,14,3.08,31.60,1.38,1,1,9583,9386,8920,14,15,15,12036,11650,10565,8861,8517,7549,2521,2469,2346,654,664,670,292,297,299,9.4,9.7,5.66,53729,8,114848,36,3,1602,2056,1412,15,85
"""06001420100""","""San Francisco-Oakland-Berkeley, CA""",3.00,2631.00,1022.00,138.99,47,58,79,34,43,59,13,15,20,4.74,39.01,1.92,2,2,14650,14453,13987,7,7,7,16408,16016,14764,12330,11986,10856,3854,3802,3678,224,228,230,146,148,150,7.8,9.0,7.35,45838,89,47947,39,3,3692,3976,2573,77,23
"""06001420200""","""San Francisco-Oakland-Berkeley, CA""",3.00,3275.00,1303.00,110.99,37,45,61,26,32,44,11,13,17,4.28,59.70,1.64,2,1,12683,12486,12021,11,11,11,14210,13820,12655,10516,10172,9126,3336,3285,3161,358,364,368,233,237,239,8.8,8.9,11.74,43879,37,45613,39,3,2767,3267,2395,40,60
"""06001420301""","""San Francisco-Oakland-Berkeley, CA""",1.00,2645.00,1103.00,102.71,37,46,61,25,31,43,12,15,19,4.67,50.14,1.76,2,2,14832,14635,14170,10,10,10,15529,15138,13935,11304,10959,9877,3902,3850,3726,324,329,332,210,214,216,8.0,8.9,10.74,41413,16,43844,40,51,2689,3039,2090,63,37
"""06001420302""","""San Francisco-Oakland-Berkeley, CA""",2.00,2446.00,944.00,215.01,38,47,63,26,33,45,12,14,18,4.43,37.65,1.72,2,2,13628,13431,12965,8,8,9,14932,14541,13348,11076,10731,9660,3585,3533,3409,272,276,279,177,180,181,8.2,8.9,4.39,39083,47,43532,40,5,2834,3568,2242,44,56
"""06001420401""","""San Francisco-Oakland-Berkeley, CA""",2.00,1333.00,437.00,49.39,31,38,51,21,26,36,10,12,15,1.87,12.01,1.47,1,1,11882,11685,11219,9,9,9,12868,12477,11360,9456,9112,8116,3125,3074,2950,286,291,295,186,190,192,9.1,9.0,8.85,44016,2,54122,39,7,2235,,2235,0,100
"""06001420402""","""San Francisco-Oakland-Berkeley, CA""",2.00,1661.00,647.00,227.39,29,36,47,19,23,32,10,12,15,3.30,50.34,1.49,1,1,12266,12069,11603,7,7,7,12992,12600,11479,9540,9196,8196,3227,3175,3051,226,229,232,147,149,151,8.7,8.9,2.85,40395,0,50613,40,15,2018,,2018,0,100
"""06001420500""","""San Francisco-Oakland-Berkeley, CA""",2.00,2548.00,962.00,104.02,40,50,67,28,36,49,12,14,18,4.45,41.82,1.78,2,2,13382,13185,12719,6,7,7,15179,14786,13576,11448,11104,10015,3520,3468,3344,211,214,217,137,139,141,8.5,9.1,9.25,46931,64,56238,39,4,3067,3578,2669,48,52
"""06001420600""","""San Francisco-Oakland-Berkeley, CA""",3.00,3488.00,1328.00,197.08,46,57,77,34,42,58,13,15,19,4.55,31.02,1.92,2,2,14280,14083,13617,6,6,6,16253,15860,14609,12310,11966,10836,3756,3705,3581,186,190,192,121,123,125,8.1,9.1,6.74,49934,80,60153,39,4,3611,3949,2545,77,23
"""06001421100""","""San Francisco-Oakland-Berkeley, CA""",2.00,2108.00,835.00,184.22,49,61,82,35,44,61,13,16,21,5.31,24.76,2.04,2,2,16111,15914,15448,3,3,3,17445,17051,15761,13104,12760,11593,4238,4186,4062,102,104,106,67,68,69,6.3,8.9,4.53,36457,97,38908,39,6,3805,4001,2278,88,12
"""06001421200""","""San Francisco-Oakland-Berkeley, CA""",4.00,3557.00,1399.00,324.93,48,60,80,34,43,59,14,17,21,5.13,22.16,2.08,2,2,16081,15884,15419,4,4,4,17713,17319,16018,13355,13011,11833,4230,4178,4054,127,130,131,83,84,85,6.6,8.8,4.31,41232,98,43779,39,6,3697,3778,1706,95,5
"""06001421300""","""San Francisco-Oakland-Berkeley, CA""",4.00,4011.00,1808.00,267.87,43,53,71,30,37,52,13,16,20,3.40,23.46,1.94,2,2,14546,14349,13883,6,6,6,16473,16080,14821,12462,12118,10981,3826,3775,3651,184,188,190,120,122,123,7.9,9.0,6.75,47578,83,53994,39,4,3226,3782,948,79,21
"""06001421400""","""San Francisco-Oakland-Berkeley, CA""",2.00,1638.00,620.00,117.32,48,60,80,35,44,60,13,16,20,4.90,26.07,2.01,2,2,15027,14830,14365,5,5,5,17036,16643,15363,12923,12579,11420,3953,3901,3777,161,163,165,104,106,108,7.8,9.0,5.28,47381,85,60486,39,5,3752,3886,2509,90,10
"""06001421500""","""San Francisco-Oakland-Berkeley, CA""",3.00,4064.00,1565.00,390.66,47,58,78,34,42,58,13,16,20,4.86,19.70,1.99,2,2,15382,15185,14719,3,3,3,16919,16525,15251,12773,12429,11278,4046,3994,3870,100,101,103,65,66,67,7.3,8.9,4.01,38813,86,47043,39,5,3631,3828,1678,83,17
"""06001421600""","""San Francisco-Oakland-Berkeley, CA""",4.00,3854.00,1493.00,327.29,44,54,73,31,39,53,13,16,20,4.89,23.00,1.97,2,2,15032,14835,14370,4,4,4,16721,16328,15060,12633,12289,11144,3954,3902,3778,134,136,138,87,89,90,7.2,9.1,4.56,42738,81,56872,39,7,3330,3542,2525,83,17
"""06001421700""","""San Francisco-Oakland-Berkeley, CA""",3.00,3421.00,1669.00,141.79,34,43,57,24,30,41,11,13,16,3.12,37.65,1.59,2,1,11828,11631,11166,10,10,10,13637,13246,12095,10197,9852,8822,3111,3060,2936,329,334,338,214,217,220,9.1,9.2,11.77,52229,24,68919,39,4,2579,3676,1944,33,67
"""06001421800""","""San Francisco-Oakland-Berkeley, CA""",2.00,2260.00,919.00,130.59,43,53,71,31,38,53,12,14,18,4.30,30.32,1.79,2,2,12994,12797,12332,10,10,10,15244,14853,13641,11505,11161,10069,3418,3366,3243,321,326,329,209,212,214,8.8,9.2,7.04,54881,65,73091,39,4,3311,3574,2818,66,34
"""06001421900""","""San Francisco-Oakland-Berkeley, CA""",4.00,4141.00,1676.00,208.82,40,49,66,28,35,48,12,14,18,4.26,34.78,1.75,2,2,12839,12642,12177,10,10,11,14931,14540,13342,11217,10873,9795,3377,3326,3202,336,342,345,219,222,225,8.8,9.1,8.03,51621,58,69508,39,3,3021,3519,2260,60,40
"""06001422000""","""San Francisco-Oakland-Berkeley, CA""",2.00,2453.00,1185.00,1113.12,37,46,62,26,33,45,11,13,16,3.75,4.11,1.58,2,1,12727,12530,12064,8,8,8,13763,13372,12222,10161,9816,8787,3348,3296,3172,255,259,262,166,169,171,8.9,9.0,1.06,38886,17,60499,40,9,2844,2267,3055,18,82
"""06001422100""","""San Francisco-Oakland-Berkeley, CA""",2.00,3200.00,1368.00,136.39,35,43,58,24,30,41,11,13,17,3.80,38.26,1.65,2,2,12326,12129,11663,11,11,11,14210,13820,12650,10612,10268,9218,3242,3191,3067,356,361,365,231,235,237,9.0,9.1,10.03,47901,44,67878,39,2,2554,3149,1997,48,52
"""06001422200""","""San Francisco-Oakland-Berkeley, CA""",3.00,3280.00,1424.00,166.80,35,44,59,24,31,42,11,13,17,2.93,25.94,1.66,2,2,12066,11869,11404,12,12,12,14190,13801,12630,10632,10288,9237,3174,3122,2999,384,390,394,250,254,256,9.0,9.2,8.54,53865,43,76742,39,3,2634,3187,1960,47,53
"""06001422300""","""San Francisco-Oakland-Berkeley, CA""",3.00,3567.00,1654.00,138.39,35,44,59,25,31,43,10,13,16,3.19,40.04,1.57,2,1,11321,11124,10659,15,15,15,13538,13149,12005,10080,9736,8711,2978,2926,2803,480,487,492,312,317,320,9.2,9.2,11.95,58402,30,77509,39,3,2680,3487,2224,38,62
"""06001422400""","""San Francisco-Oakland-Berkeley, CA""",4.00,4187.00,1853.00,117.51,33,40,54,23,29,39,10,12,15,3.03,49.79,1.42,1,1,10645,10448,9983,18,18,18,12520,12133,11033,9140,8796,7815,2800,2748,2625,580,588,593,377,383,386,9.3,9.3,15.77,56393,5,73374,39,3,2463,2060,2270,16,84
"""06001422500""","""San Francisco-Oakland-Berkeley, CA""",3.00,4467.00,1667.00,115.03,32,39,53,22,27,37,10,12,15,2.33,41.41,1.48,1,1,11177,10980,10515,13,13,13,12891,12501,11382,9534,9190,8190,2940,2888,2765,417,424,428,271,276,278,9.3,9.2,14.49,50415,14,67413,39,3,2343,4001,1865,23,77
"""06001422700""","""San Francisco-Oakland-Berkeley, CA""",4.00,4803.00,999.00,85.50,29,36,48,19,24,33,10,12,15,1.40,9.28,1.50,1,1,11116,10919,10454,9,9,9,12862,12471,11346,9643,9298,8294,2924,2872,2749,295,300,304,192,195,197,9.0,9.3,11.68,50184,16,67379,38,4,2052,835,1918,15,85
"""06001422800""","""San Francisco-Oakland-Berkeley, CA""",4.00,8980.00,1363.00,100.96,27,33,44,17,22,30,9,11,14,1.90,35.41,1.37,1,1,10065,9868,9403,18,19,19,12049,11662,10579,8795,8450,7485,2648,2596,2472,607,616,621,395,401,404,9.4,9.3,13.50,58224,4,77572,38,3,1872,,1911,2,98
"""06001422901""","""San Francisco-Oakland-Berkeley, CA""",2.00,2024.00,849.00,39.25,29,35,47,19,24,33,9,11,14,2.75,60.14,1.34,1,1,9731,9534,9069,21,21,22,11836,11450,10377,8584,8239,7284,2560,2508,2385,693,703,708,451,457,461,9.4,9.3,21.63,61851,0,81599,38,3,2090,,2110,1,99
"""06001422902""","""San Francisco-Oakland-Berkeley, CA""",3.00,3022.00,1369.00,95.25,25,32,42,17,21,29,9,11,14,1.17,12.66,1.38,1,1,10002,9805,9339,20,20,21,12182,11796,10708,8889,8544,7575,2631,2579,2456,663,672,677,431,437,441,9.3,9.3,14.37,59985,9,78507,38,4,1823,,1823,0,100
"""06001423000""","""San Francisco-Oakland-Berkeley, CA""",3.00,4549.00,1891.00,180.41,38,47,63,27,34,47,11,13,16,2.34,27.28,1.60,2,1,11435,11238,10772,13,14,14,13722,13333,12179,10275,9931,8896,3008,2956,2833,439,446,450,286,290,293,9.2,9.3,10.48,61149,37,82515,39,4,2928,3909,2297,40,60
"""06001423100""","""San Francisco-Oakland-Berkeley, CA""",4.00,4275.00,2008.00,185.00,31,38,51,20,25,35,11,13,16,2.27,23.42,1.60,2,1,11704,11507,11041,11,11,12,13733,13343,12188,10287,9943,8907,3079,3027,2903,368,374,378,239,243,246,9.2,9.2,10.85,56582,34,79808,39,4,2165,2875,1789,36,64
"""06001423200""","""San Francisco-Oakland-Berkeley, CA""",2.00,3003.00,1131.00,112.87,34,42,56,24,29,40,10,13,16,1.67,16.57,1.57,2,1,11720,11523,11057,11,12,12,13531,13141,11996,10075,9731,8706,3083,3031,2907,373,379,383,243,247,249,9.2,9.2,10.02,50849,31,74054,39,3,2535,4001,1787,34,66
"""06001423300""","""San Francisco-Oakland-Berkeley, CA""",3.00,3476.00,1429.00,179.55,37,46,61,26,32,44,11,14,17,2.43,19.90,1.72,2,2,12289,12092,11626,8,8,9,14579,14187,12995,11074,10730,9658,3233,3181,3057,272,276,279,177,180,181,9.1,9.3,7.96,60333,58,82248,38,4,2759,3928,1398,54,46
"""06001423400""","""San Francisco-Oakland-Berkeley, CA""",4.00,5551.00,2159.00,186.67,34,42,57,24,30,41,10,13,16,3.21,36.76,1.57,2,1,11056,10859,10394,13,13,13,13412,13023,11878,10082,9738,8712,2908,2857,2733,422,429,433,274,279,281,9.3,9.4,11.57,63993,35,84320,38,4,2579,3345,2117,37,63
"""06001423500""","""San Francisco-Oakland-Berkeley, CA""",3.00,3540.00,1518.00,157.10,34,42,56,24,30,41,10,13,16,3.27,31.98,1.56,2,1,10889,10692,10226,14,14,15,13376,12987,11844,10045,9701,8677,2864,2812,2689,466,474,478,303,308,311,9.3,9.4,9.66,64242,36,82867,38,3,2551,3976,1778,34,66
"""06001423601""","""San Francisco-Oakland-Berkeley, CA""",2.00,2738.00,1122.00,129.34,36,45,60,25,32,44,11,13,16,3.73,32.40,1.61,2,1,11413,11216,10750,13,13,13,13784,13395,12237,10357,10013,8974,3002,2950,2827,425,432,436,277,281,284,9.2,9.4,8.67,60169,36,74565,38,4,2742,3442,2174,45,55
"""06001423602""","""San Francisco-Oakland-Berkeley, CA""",3.00,7198.00,2216.00,99.97,33,41,54,23,28,39,10,12,15,3.01,68.39,1.49,1,1,10822,10625,10160,14,15,15,12908,12519,11397,9591,9247,8245,2847,2795,2671,470,477,481,305,310,313,9.3,9.3,22.17,58458,18,77703,38,4,2457,1724,2252,27,73
"""06001423700""","""San Francisco-Oakland-Berkeley, CA""",3.00,3606.00,1205.00,180.06,35,43,58,24,30,41,11,13,17,3.57,26.95,1.68,2,2,12205,12008,11542,7,7,8,14246,13854,12674,10798,10454,9395,3210,3159,3035,237,241,244,154,157,158,9.0,9.4,6.69,51265,37,63209,38,5,2575,4001,1409,48,52
"""06001423800""","""San Francisco-Oakland-Berkeley, CA""",3.00,3425.00,1421.00,268.04,42,52,70,30,38,52,12,14,18,4.04,25.51,1.79,2,2,12975,12778,12313,10,10,10,15231,14840,13627,11504,11160,10068,3413,3361,3238,314,319,322,204,207,209,8.0,9.5,5.30,52144,67,58875,37,5,3234,4001,1135,67,33
"""06001423901""","""San Francisco-Oakland-Berkeley, CA""",2.00,2258.00,859.00,97.48,35,43,58,24,30,42,10,13,16,3.64,35.74,1.57,2,1,10691,10494,10029,15,15,16,13381,12993,11849,10072,9728,8703,2812,2760,2637,497,504,509,323,327,331,9.3,9.4,8.81,65945,39,79675,38,3,2614,3653,2039,36,64
"""06001423902""","""San Francisco-Oakland-Berkeley, CA""",2.00,1512.00,659.00,72.89,37,46,62,27,34,46,10,12,16,3.25,29.23,1.57,2,1,10800,10603,10137,13,13,13,13311,12922,11778,10052,9708,8684,2841,2789,2666,419,425,429,271,276,278,9.2,9.5,9.04,61204,35,71592,37,3,2907,3572,2600,32,68
"""06001424001""","""San Francisco-Oakland-Berkeley, CA""",4.00,3631.00,1398.00,125.41,33,41,55,23,29,40,10,12,15,2.49,26.82,1.49,1,1,10534,10337,9871,15,15,15,12847,12459,11337,9587,9243,8241,2771,2719,2596,489,497,501,318,323,326,9.4,9.4,11.15,65525,21,83818,38,3,2504,3871,1947,28,72
"""06001424002""","""San Francisco-Oakland-Berkeley, CA""",2.00,2663.00,1037.00,80.75,35,43,58,24,30,41,11,13,17,3.89,52.24,1.64,2,1,11719,11522,11057,12,12,12,14020,13631,12464,10544,10200,9153,3083,3031,2907,394,400,404,253,257,260,9.2,9.3,12.84,61629,48,83496,39,3,2563,3611,1454,51,49
"""06001425101""","""San Francisco-Oakland-Berkeley, CA""",2.00,1754.00,1243.00,147.88,33,40,54,22,27,37,11,13,17,2.88,45.09,1.58,2,1,13205,13008,12543,10,11,11,14102,13714,12566,10156,9812,8783,3474,3422,3298,473,480,485,211,214,217,7.7,9.1,8.41,45994,4,75460,39,26,2336,2297,2367,45,55
